Experiment_ID,Angle[degree]ORDistance[mm],Secondary-axis [mm],Main-axis [mm],Out-of-roundness [-],Collapse [mm]
6,35.0,22.03302371606519,21.46996484011321,0.0255656327267294,-0.5540891690523999
6,36.0,22.03343995138517,21.47205735490367,0.0254895214227076,-0.5519966542619414
6,37.0,22.03462626923894,21.46380430619306,0.0259181149305357,-0.5602497029725484
6,38.0,22.035311978916223,21.45140657054145,0.026512167475242,-0.5726474386241591
6,39.0,22.036760883920785,21.436639312911563,0.0272484607402194,-0.5874146962540472
6,40.0,22.03748168511313,21.4213885571127,0.0279736477100917,-0.6026654520529107
6,41.0,22.03900039363088,21.41358453612234,0.0283969453238837,-0.6104694730432705
6,42.0,22.038947789169924,21.409660416246638,0.0285727310994335,-0.6143935929189759
6,43.0,22.037493289400324,21.41230173408833,0.0283867609047729,-0.6117522750772757
6,44.0,22.03790616149203,21.41497115109534,0.0282843027054623,-0.6090828580702699
6,44.72999999999999,22.0405402833296,21.420820816600635,0.0281383012623861,-0.603233192564975
7,0.0,22.21589375595836,21.547240411665257,0.0303467589093427,-0.4865242579202373
7,1.0,22.21949566766324,21.580225641015108,0.029013200251274,-0.4535390285703862
7,2.0,22.218152796107468,21.63622555981932,0.0264107039815769,-0.3975391097661784
7,3.0,22.20956845658725,21.688700036137725,0.0236395563019019,-0.3450646334477696
7,4.0,22.201533149363613,21.73981698891323,0.0209549374505082,-0.2939476806722645
7,5.0,22.200543557181504,21.771331464176438,0.0194797439040245,-0.2624332054090601
7,6.0,22.205498893103453,21.779597970207355,0.0193294668107259,-0.254166699378139
7,7.0,22.20728509211113,21.7731136635489,0.0197048228059522,-0.2606510060365927
7,8.0,22.20460813109683,21.740901295757144,0.0210452840126665,-0.2928633738283501
7,9.0,22.19318883829365,21.6995873502214,0.0224020495577679,-0.3341773193640946
7,10.0,22.1841808951695,21.63332385368972,0.0250005865879179,-0.4004408158957737
7,11.0,22.176468273431997,21.574590394533715,0.0273161617147107,-0.4591742750517795
7,12.0,22.16905307166088,21.52377176808099,0.0292860213974512,-0.5099929015045035
7,13.0,22.161728239755004,21.48914664305168,0.0305250422154018,-0.5446180265338185
7,14.0,22.15742454293678,21.478326382030936,0.0308207957691063,-0.5554382875545585
7,15.0,22.149123061418944,21.479841967673668,0.0303752492495812,-0.5539227019118265
7,16.0,22.1398977600892,21.48766384616238,0.0296015648577357,-0.5461008234231137
7,17.0,22.135017929036344,21.51129365216038,0.0283076580978886,-0.522471017425115
7,18.0,22.1347076779428,21.521377501245144,0.0278359229979555,-0.51238716834035
7,19.0,22.13825270167225,21.52420611699721,0.0278684370956656,-0.5095585525882882
7,20.0,22.1392366637535,21.52393180165724,0.027925543878827,-0.5098328679282531
7,21.0,22.14146382020157,21.513792411077088,0.0284867982633442,-0.5199722585084068
7,22.0,22.143034352358804,21.50249687798986,0.0290707232274798,-0.531267791595635
7,23.0,22.145806911513844,21.485523245283503,0.0299669019857404,-0.5482414243019882
7,24.0,22.14771096579496,21.477161264646224,0.0304328248578571,-0.5566034049392705
7,25.0,22.14772455833856,21.466509719618998,0.0309168609602101,-0.5672549499665003
7,26.0,22.142339381572143,21.457305137339112,0.031090204261763,-0.5764595322463819
7,27.0,22.13768766124912,21.451646469586308,0.0311359044607477,-0.5821181999991865
7,28.0,22.12925827735485,21.448939831974013,0.0308761782465581,-0.5848248376114817
7,29.0,22.11824447198013,21.44094189929648,0.0307393031940009,-0.5928227702890183
7,30.0,22.107955180920907,21.451581573242404,0.0297894444059545,-0.5821830963430905
7,31.0,22.094006197759548,21.45871268632331,0.0288327265432389,-0.5750519832621848
7,32.0,22.08016895290572,21.46549302042013,0.027896999977224,-0.5682716491653643
7,33.0,22.073579935378422,21.47098524064772,0.0273486943228773,-0.5627794289377768
7,34.0,22.069109888422943,21.46854303772177,0.0272566608433544,-0.5652216318637286
7,35.0,22.0682479012901,21.470068644343723,0.027148300161891,-0.5636960252417715
7,36.0,22.06875212217037,21.4656046075448,0.0273737839933514,-0.5681600620406968
7,37.0,22.067180527673838,21.44938689158592,0.0280384966142755,-0.5843777779995776
7,38.0,22.05977968674252,21.43533406099455,0.0283403964375604,-0.5984306085909452
7,39.0,22.05440107148172,21.42296694378819,0.0286575688341237,-0.6107977257973047
7,40.0,22.05177617510272,21.410122882211063,0.0291213645291115,-0.6236417873744315
7,41.0,22.058880405535238,21.39917626394653,0.0299406003232544,-0.634588405638965
7,42.0,22.07066939739976,21.397175148234084,0.0305664628476014,-0.6365895213514108
7,43.0,22.082817984468136,21.39873220328534,0.0310471583699483,-0.635032466300153
7,44.0,22.08952005040458,21.403132466597413,0.0311516254303391,-0.6306322029880818
7,44.69,22.090165781774196,21.41154008877565,0.0307993528648006,-0.6222245808098421
8,0.0,22.166567066386428,21.56109879155873,0.0274875641919758,-0.4658902351534131
8,1.0,22.162311831178076,21.57951415036529,0.026458345264803,-0.447474876346849
8,2.0,22.157630748117523,21.616615378125925,0.0245614763477435,-0.4103736485862193
8,3.0,22.153374850713405,21.6636787668558,0.0222316397063507,-0.3633102598563447
8,4.0,22.14619678662493,21.70813082293147,0.0198876915570358,-0.3188582037806746
8,5.0,22.134378536056097,21.73445580829591,0.0181560324597793,-0.292533218416235
8,6.0,22.12226735104525,21.74301089802495,0.017217807325385,-0.2839781286871954
8,7.0,22.117703692382744,21.72977557575038,0.0176114908924647,-0.2972134509617632
8,8.0,22.11418727680925,21.69931880109358,0.0188345522491777,-0.327670225618565
8,9.0,22.112122577588437,21.65296793051946,0.0208450935582778,-0.3740210961926848
8,10.0,22.109951256430893,21.598287994573017,0.0232289243544536,-0.4287010321391271
8,11.0,22.108493541587983,21.5450677631088,0.0255788831508436,-0.4819212636033434
8,12.0,22.10794905609074,21.505420088104994,0.0273541230376542,-0.5215689386071496
8,13.0,22.106418214680147,21.47608217311141,0.0286165322370807,-0.5509068536007291
8,14.0,22.101161824535,21.46106707477533,0.0290595663793823,-0.565921951936815
8,15.0,22.102502764979008,21.46568310985986,0.0289108808447162,-0.5613059168522838
8,16.0,22.100383563183232,21.479158860818902,0.0282028879031522,-0.5478301658932381
8,17.0,22.098171878777165,21.4969908836226,0.027292926619499,-0.5299981430895429
8,18.0,22.098607105344904,21.508666754291426,0.0267826142891367,-0.5183222724207184
8,19.0,22.09825140190924,21.51474230078305,0.0264906429298424,-0.5122467259290957
8,20.0,22.09973807428208,21.512836652455,0.026644650392995,-0.5141523742571472
8,21.0,22.103377144362835,21.501283492958887,0.0273343601648772,-0.525705533753257
8,22.0,22.10377282219213,21.487088759804944,0.0279967480639016,-0.5399002669071997
